25.775333
112.000000	25.775333	25.802334
112.000000	26.965666	26.996666
81.000000	27.677999	27.712667
111.000000	28.870667	28.903667
113.000000	29.584667	29.611666
112.000000	30.775333	30.807667
112.000000	31.488001	31.506666
112.000000	32.680000	32.713333
113.000000	32.917999	32.923000
112.000000	33.394333	33.416000
93.000000	33.870335	33.891998
112.000000	34.346333	34.380333
87.000000	34.819668	34.854000
113.000000	35.299000	35.329334
113.000000	35.775333	35.806000
112.000000	36.251335	36.272999
112.000000	36.727665	36.754665
113.000000	37.203667	37.230667
112.000000	37.680000	37.710999
112.000000	38.156334	38.208668
113.000000	38.632332	38.663334
112.000000	39.108665	39.149334
93.000000	39.584999	39.616333
113.000000	40.061001	40.088001
113.000000	40.536999	40.563999
111.000000	40.897667	41.013332
113.000000	41.013332	41.026333
112.000000	41.489666	41.511002
112.000000	41.965668	41.992668
112.000000	42.917999	42.939667
113.000000	43.394001	43.431667
85.000000	43.870335	43.891998
113.000000	44.346668	44.373665
112.000000	44.822666	44.840000
111.000000	45.299000	45.320667
112.000000	45.775333	45.802334
112.000000	46.251335	46.272999
113.000000	46.727665	46.749332
112.000000	47.203667	47.230667
113.000000	47.680000	47.717667
113.000000	48.155998	48.173332
80.000000	48.630333	48.663334
112.000000	49.822666	49.849998
93.000000	50.533001	50.574665
105.000000	51.965668	51.996666
99.000000	52.439999	52.486668
101.000000	53.632332	53.663666
100.000000	54.106998	54.139668
80.000000	55.773666	55.806000
113.000000	56.251335	56.272999
101.000000	56.727665	56.780334
95.000000	57.203667	57.241333
112.000000	57.680000	57.689667
99.000000	58.153332	58.182999
95.000000	58.630665	58.661667
97.000000	59.108665	59.139668
114.000000	59.583332	59.616665
99.000000	59.819332	59.853668
81.000000	63.868668	63.901333
66.000000	65.294334	65.330666
88.000000	65.777000	65.813004
79.000000	66.248337	66.282669
94.000000	66.727669	66.740669
80.000000	67.202332	67.235001
113.000000	67.680000	67.687332
111.000000	68.632332	68.663330
81.000000	69.109337	69.118332
94.000000	69.584663	69.615997
81.000000	70.535332	70.574997
80.000000	71.011665	71.044670
102.000000	71.487999	71.520668
79.000000	71.962669	71.997330
97.000000	72.444664	72.459000
82.000000	72.918663	72.949333
104.000000	73.392670	73.425667
80.000000	73.864670	73.895668
97.000000	74.348999	74.373665
67.000000	74.826668	74.860664
98.000000	75.299004	75.330002
79.000000	75.774002	75.806999
113.000000	76.251335	76.282997
73.000000	76.728996	76.759003
112.000000	77.203667	77.234665
74.000000	77.680664	77.711334
113.000000	78.155998	78.187332
75.000000	78.633003	78.636330
99.000000	79.108665	79.112999
96.000000	80.060997	80.064667
74.000000	80.538002	80.568665
113.000000	81.013336	81.044670
84.000000	81.485001	81.521004
99.000000	81.963997	82.010666
79.000000	82.440331	82.473000
113.000000	82.917999	82.939667
82.000000	83.393669	83.425667
113.000000	83.870331	83.887337
113.000000	84.822670	84.855667
82.000000	85.301003	85.336334
94.000000	85.775002	85.806335
79.000000	86.250999	86.282669
112.000000	86.727669	86.765335
92.000000	87.676666	87.717667
81.000000	88.156998	88.187668
78.000000	88.632004	88.669998
81.000000	89.109337	89.113998
112.000000	89.584663	89.615997
127.000000	90.295670	90.347000
100.000000	90.535332	90.568001
71.000000	91.014000	91.044998
76.000000	91.489334	91.496666
71.000000	91.966667	91.971336
111.000000	92.441666	92.469002
92.000000	92.913330	92.943336
108.000000	93.160332	93.189331
95.000000	93.391670	93.425003
107.000000	93.425003	93.427330
112.000000	94.822998	94.853996
112.000000	95.299004	95.320663
101.000000	95.775002	95.802330
78.000000	96.250000	96.258667
112.000000	96.727669	96.758667
112.000000	97.203667	97.225334
111.000000	97.680000	97.701668
113.000000	98.155998	98.183334
97.000000	98.630669	98.669998
112.000000	99.108665	99.135666
112.000000	99.584663	99.622330
112.000000	100.060997	100.098335
112.000000	100.537003	100.558670
104.000000	101.011665	101.050667
84.000000	101.964333	101.996666
113.000000	102.442001	102.473000
113.000000	102.917999	102.945000
112.000000	103.394333	103.426666
113.000000	103.870331	103.891998
81.000000	104.346664	104.377670
113.000000	104.822670	104.835670
112.000000	105.299004	105.344002
95.000000	105.773666	105.812668
93.000000	106.251335	106.278664
114.000000	106.489334	106.536331
113.000000	107.203667	107.234665
96.000000	109.587334	109.622665
94.000000	110.775002	110.806335
90.000000	111.488335	111.516670
102.000000	112.917999	112.956001
113.000000	113.394333	113.421333
110.000000	114.584663	114.615669
100.000000	115.059334	115.093002
84.000000	116.727669	116.758331
105.000000	117.204002	117.235001
82.000000	117.677666	117.710999
94.000000	118.155998	118.193336
105.000000	118.632332	118.670334
85.000000	119.108665	119.140663
113.000000	119.584663	119.606331
114.000000	120.060997	120.098335
93.000000	120.537331	120.568336
94.000000	124.822670	124.852333
97.000000	125.295334	125.325333
86.000000	125.533669	125.567001
84.000000	125.775002	125.805000
121.000000	129.100327	129.134995
86.000000	130.770996	130.804993
109.000000	131.132339	131.137329
109.000000	132.917999	132.925659
80.000000	133.153000	133.186005
102.000000	134.340332	134.373672
108.000000	136.251663	136.253326
98.000000	136.723999	136.770340
75.000000	138.391006	138.420670
93.000000	138.748993	138.781326
73.000000	139.114334	139.146332
112.000000	155.298996	155.311661
83.000000	155.774994	155.806671
112.000000	156.251328	156.268005
86.000000	157.203659	157.248672
100.000000	158.158340	158.160995
81.000000	158.627670	158.663666
95.000000	159.106995	159.125671
73.000000	159.588333	159.622330
113.000000	160.061005	160.106003
82.000000	160.536331	160.568329
113.000000	161.013336	161.044327
75.000000	161.486664	161.520996
89.000000	161.965668	161.996994
95.000000	162.436005	162.466995
113.000000	162.917999	162.945328
81.000000	163.395004	163.425659
112.000000	163.870331	163.901337
93.000000	164.346329	164.352341
84.000000	164.822662	164.860336
79.000000	165.296997	165.330338
66.000000	166.251999	166.282669
100.000000	166.725998	166.758667
95.000000	167.201340	167.235336
112.000000	167.679993	167.724670
94.000000	168.632339	168.663666
66.000000	169.112671	169.145996
93.000000	169.584671	169.622665
81.000000	170.055664	170.086334
112.000000	170.537338	170.558670
99.000000	171.001999	171.034332
95.000000	171.487671	171.520660
75.000000	171.966660	171.996994
75.000000	172.440338	172.479660
108.000000	173.392670	173.431671
83.000000	173.869659	173.901672
93.000000	174.346664	174.378006
85.000000	175.296997	175.330002
82.000000	175.776001	175.806671
113.000000	176.251328	176.282333
88.000000	177.203339	177.235001
70.000000	177.679337	177.711334
112.000000	178.156006	178.173340
102.000000	179.108337	179.135666
110.000000	180.059006	180.091995
93.000000	181.013336	181.050995
71.000000	181.490662	181.520996
94.000000	181.963669	181.996994
81.000000	182.442673	182.473328
94.000000	182.917999	182.955673
108.000000	183.869003	183.901672
82.000000	184.347672	184.350662
107.000000	184.820663	184.860672
101.000000	185.773331	185.806000
113.000000	186.727661	186.749329
71.000000	187.205002	187.235001
93.000000	187.679993	187.692993
70.000000	188.160004	188.169662
113.000000	188.632339	188.677002
80.000000	189.583664	189.622665
70.000000	190.065674	190.098328
112.000000	190.535339	190.574997
93.000000	191.014008	191.016327
112.000000	191.489334	191.494995
81.000000	191.966339	191.968002
107.000000	192.440002	192.473663
94.000000	192.919006	192.949341
112.000000	193.394333	193.401672
94.000000	193.871338	193.872665
112.000000	194.346664	194.384338
80.000000	194.820328	194.854340
109.000000	195.298996	195.330002
93.000000	195.776337	195.806671
86.000000	196.249664	196.282669
81.000000	196.728668	196.729004
77.000000	197.203339	197.235001
73.000000	197.679993	197.710999
86.000000	198.154007	198.187332
71.000000	198.632660	198.663666
89.000000	199.107666	199.139664
82.000000	199.585327	199.587997
83.000000	200.059326	200.098328
75.000000	200.536331	200.540665
78.000000	201.009674	201.057999
80.000000	201.965668	201.996674
83.000000	202.441330	202.445007
112.000000	202.917999	202.949997
82.000000	203.395004	203.426666
112.000000	203.870331	203.874664
77.000000	204.344330	204.378326
85.000000	204.820328	204.854004
93.000000	205.299667	205.302338
99.000000	205.772339	205.806335
73.000000	206.249664	206.282669
112.000000	206.727661	206.764999
66.000000	207.204666	207.207336
91.000000	207.677673	207.710999
112.000000	208.632339	208.677002
92.000000	209.584671	209.615662
74.000000	210.061661	210.092331
86.000000	210.537003	210.582001
80.000000	211.009995	211.044327
113.000000	211.489334	211.520660
78.000000	211.960007	211.997330
110.000000	212.440338	212.487000
82.000000	212.914337	212.949661
78.000000	213.391998	213.425339
103.000000	214.346329	214.384338
83.000000	214.817993	214.848007
102.000000	215.297333	215.330002
227.602341
